CpG,Module,Strategy
cg16376000,1,median
cg16376108,1,median
cg16404157,1,median
cg16419235,1,median
cg16419354,1,median
cg16428251,1,median
cg16435571,1,median
cg16458596,1,median
cg16483916,1,median
cg16492377,1,median
cg16498194,1,median
cg16509777,1,median
cg16512615,1,median
cg16512661,1,median
cg16536329,1,median
cg16541931,1,median
cg16544169,1,median
cg16549308,1,median
cg16560711,1,median
cg16587616,1,median
cg16590794,1,median
cg16632715,1,median
cg16654911,1,median
cg16664405,1,median
cg16697438,1,median
cg16703956,1,median
cg16705627,1,median
cg16729415,1,median
cg16733705,1,median
cg16735881,1,median
cg16768018,1,median
cg16773899,1,median
cg16783744,1,median
cg16800165,1,median
cg16803083,1,median
cg16816603,1,median
cg16823083,1,median
cg16851425,1,median
cg16852704,1,median
cg16896079,1,median
cg16910830,1,median
cg16919569,1,median
cg16939364,1,median
cg16949120,1,median
cg16987305,1,median
cg17003736,1,median
cg17007640,1,median
cg17025835,1,median
cg17037282,1,median
cg17039236,1,median
cg17059658,1,median
cg17076890,1,median
cg17078116,1,median
cg17093795,1,median
cg17098147,1,median
cg17101296,1,median
cg17105834,1,median
cg17112089,1,median
cg17112958,1,median
cg17132421,1,median
cg17148976,1,median
cg17154315,1,median
cg17161718,1,median
cg17173767,1,median
cg17176573,1,median
cg17186168,1,median
cg17213402,1,median
cg17227967,1,median
cg17264670,1,median
cg17270257,1,median
cg17275700,1,median
cg17283453,1,median
cg17301902,1,median
cg17302155,1,median
cg17306747,1,median
cg17326555,1,median
cg17339147,1,median
cg17349389,1,median
cg17354303,1,median
cg17360781,1,median
cg17362434,1,median
cg17368808,1,median
cg17370163,1,median
cg17405234,1,median
cg17410236,1,median
cg17412886,1,median
cg17426273,1,median
cg17438030,1,median
cg17444738,1,median
cg17445145,1,median
cg17455088,1,median
cg17457560,1,median
cg17459204,1,median
cg17484671,1,median
cg17486097,1,median
cg17496659,1,median
cg17504999,1,median
cg17525102,1,median
cg17526229,1,median
cg17526573,1,median
cg17536595,1,median
cg17541528,1,median
cg17554604,1,median
cg17555373,1,median
cg17573292,1,median
cg17580935,1,median
cg17590523,1,median
cg17603206,1,median
cg17603689,1,median
cg17605476,1,median
cg17607298,1,median
cg17619311,1,median
cg17630392,1,median
cg17653824,1,median
cg17656260,1,median
cg17674725,1,median
cg17688525,1,median
cg17696377,1,median
cg17714025,1,median
cg17716765,1,median
cg17722002,1,median
cg17737681,1,median
cg17774672,1,median
cg17795158,1,median
cg17807479,1,median
cg17814047,1,median
cg17816394,1,median
cg17828689,1,median
cg17840719,1,median
cg17855264,1,median
cg17863912,1,median
cg17875483,1,median
cg17885226,1,median
cg17892556,1,median
cg17939805,1,median
cg17942573,1,median
cg17953764,1,median
cg17954152,1,median
cg17971015,1,median
cg17980283,1,median
cg18016194,1,median
cg18026588,1,median
cg18044383,1,median
cg18058689,1,median
cg18060199,1,median
cg18070676,1,median
cg18087306,1,median
cg18104012,1,median
cg18115040,1,median
cg18115406,1,median
cg18136932,1,median
cg18143243,1,median
cg18143296,1,median
cg18147485,1,median
cg18150439,1,median
cg18156204,1,median
cg18158990,1,median
cg18159860,1,median
cg18160402,1,median
cg18174258,1,median
cg18181196,1,median
cg18183163,1,median
cg18193094,1,median
cg18194945,1,median
cg18206027,1,median
cg18235734,1,median
cg18235937,1,median
cg18239753,1,median
cg18249173,1,median
cg18252309,1,median
cg18257814,1,median
cg18273840,1,median
cg18276638,1,median
cg18297437,1,median
cg18299578,1,median
cg18299835,1,median
cg18301583,1,median
cg18301891,1,median
cg18303215,1,median
cg18307783,1,median
cg18311537,1,median
cg18315963,1,median
cg18326021,1,median
cg18343437,1,median
cg18347642,1,median
cg18366919,1,median
cg18371475,1,median
cg18384778,1,median
cg18391899,1,median
cg18395355,1,median
cg18406033,1,median
cg18410872,1,median
cg18420965,1,median
cg18447727,1,median
cg18471993,1,median
cg18483289,1,median
cg18485193,1,median
cg18490614,1,median
cg18517195,1,median
cg18541254,1,median
cg18556676,1,median
cg18582824,1,median
cg18587806,1,median
cg18596362,1,median
cg18603228,1,median
cg18651870,1,median
cg18657094,1,median
cg18679410,1,median
cg18685561,1,median
cg18686155,1,median
cg18686527,1,median
cg18687675,1,median
cg18710784,1,median
cg18731327,1,median
cg18747039,1,median
cg18747408,1,median
cg18764577,1,median
cg18770350,1,median
cg18780257,1,median
cg18794839,1,median
cg18799217,1,median
cg18849102,1,median
cg18854419,1,median
cg18855780,1,median
cg18866015,1,median
cg18918321,1,median
cg18932726,1,median
cg18948125,1,median
cg18952796,1,median
cg18961681,1,median
cg18969232,1,median
cg18972811,1,median
cg18988498,1,median
cg18989709,1,median
cg19021738,1,median
cg19024344,1,median
cg19054524,1,median
cg19078576,1,median
cg19079194,1,median
cg19084726,1,median
cg19098763,1,median
cg19101326,1,median
cg19134568,1,median
cg19149681,1,median
cg19162158,1,median
cg19165390,1,median
cg19181162,1,median
cg19194373,1,median
cg19211800,1,median
cg19230755,1,median
cg19267252,1,median
cg19275261,1,median
cg19311218,1,median
cg19346645,1,median
cg19351628,1,median
cg19360104,1,median
cg19375479,1,median
cg19384289,1,median
cg19392831,1,median
cg19396878,1,median
cg19397320,1,median
cg19407095,1,median
cg19414591,1,median
cg19414741,1,median
cg19507068,1,median
cg19508437,1,median
cg19524676,1,median
cg19536810,1,median
cg19554389,1,median
cg19560758,1,median
cg19632594,1,median
cg19651694,1,median
cg19654195,1,median
cg19656282,1,median
cg19671120,1,median
cg19671533,1,median
cg19672997,1,median
cg19707040,1,median
cg19716238,1,median
cg19721889,1,median
cg19730691,1,median
cg19744908,1,median
cg19748093,1,median
cg19760898,1,median
cg19761848,1,median
cg19768329,1,median
cg19786627,1,median
cg19792599,1,median
cg19802138,1,median
cg19804605,1,median
cg19806642,1,median
cg19815904,1,median
cg19819145,1,median
cg19821713,1,median
cg19851909,1,median
cg19885761,1,median
cg19908812,1,median
cg19909239,1,median
cg19915738,1,median
cg19922137,1,median
cg19927816,1,median
cg19942495,1,median
cg19947104,1,median
cg19949955,1,median
cg19965221,1,median
cg19993589,1,median
cg20019985,1,median
cg20040743,1,median
cg20076842,1,median
cg20106459,1,median
cg20132590,1,median
cg20183094,1,median
cg20192747,1,median
cg20219381,1,median
cg20222926,1,median
cg20232102,1,median
cg20233073,1,median
cg20248093,1,median
cg20253468,1,median
cg20268039,1,median
cg20270188,1,median
cg20271029,1,median
cg20279283,1,median
cg20289688,1,median
cg20294789,1,median
cg20305024,1,median
cg20329085,1,median
cg20334313,1,median
cg20339230,1,median
cg20340302,1,median
cg20434926,1,median
cg20449685,1,median
cg20457796,1,median
cg20467957,1,median
cg20470857,1,median
cg20478129,1,median
cg20482698,1,median
cg20483324,1,median
cg20557687,1,median
cg20584905,1,median
cg20611911,1,median
cg20631014,1,median
cg20676716,1,median
cg20677901,1,median
cg20688709,1,median
cg20710709,1,median
cg20716119,1,median
cg20720059,1,median
cg20723355,1,median
cg20778451,1,median
cg20787173,1,median
cg20792062,1,median
cg20820063,1,median
cg20829347,1,median
cg20852846,1,median
cg20887073,1,median
cg20906291,1,median
cg20927661,1,median
cg20931033,1,median
cg20937139,1,median
cg20943338,1,median
cg20956815,1,median
cg20974724,1,median
cg20979799,1,median
cg20985450,1,median
cg20985755,1,median
cg20986652,1,median
cg20992114,1,median
cg21004042,1,median
cg21053831,1,median
cg21054521,1,median
cg21091227,1,median
cg21101356,1,median
cg21113740,1,median
cg21126583,1,median
cg21154627,1,median
cg21158087,1,median
cg21166964,1,median
cg21169914,1,median
cg21170041,1,median
cg21172540,1,median
cg21173447,1,median
cg21180286,1,median
cg21187352,1,median
cg21187769,1,median
cg21229339,1,median
cg21238818,1,median
cg21269330,1,median
cg21276413,1,median
cg21300373,1,median
cg21303386,1,median
cg21325154,1,median
cg21350575,1,median
cg21384492,1,median
cg21410991,1,median
cg21415530,1,median
cg21426003,1,median
cg21458907,1,median
cg21469278,1,median
cg21474897,1,median
cg21482659,1,median
cg21488279,1,median
cg21496658,1,median
cg21498772,1,median
cg21512644,1,median
cg21537235,1,median
cg21549299,1,median
cg21553182,1,median
cg21565130,1,median
cg21573200,1,median
cg21589115,1,median
cg21595709,1,median
cg21609640,1,median
cg21617516,1,median
cg21623566,1,median
cg21640187,1,median
cg21647257,1,median
cg21649258,1,median
cg21655915,1,median
cg21678377,1,median
cg21694941,1,median
cg21699044,1,median
cg21724798,1,median
cg21762820,1,median
cg21784383,1,median
cg21802055,1,median
cg21829923,1,median
cg21834207,1,median
cg21845273,1,median
cg21856067,1,median
cg21858380,1,median
cg21870884,1,median
cg21875330,1,median
cg21884231,1,median
cg21924449,1,median
cg21926708,1,median
cg21971621,1,median
cg22010052,1,median
cg22043168,1,median
cg22065614,1,median
cg22070406,1,median
cg22095604,1,median
cg22120714,1,median
cg22125805,1,median
cg22127570,1,median
cg22147084,1,median
cg22147660,1,median
cg22170177,1,median
cg22216413,1,median
cg22221870,1,median
cg22264930,1,median
cg22274395,1,median
cg22280038,1,median
cg22300282,1,median
cg22303418,1,median
cg22305167,1,median
cg22311615,1,median
cg22320365,1,median
cg22322465,1,median
cg22328786,1,median
cg22335876,1,median
cg22374057,1,median
cg22418909,1,median
cg22484737,1,median
cg22489321,1,median
cg22496809,1,median
cg22518208,1,median
cg22557662,1,median
cg22558303,1,median
cg22562942,1,median
cg22589628,1,median
cg22598028,1,median
cg22600868,1,median
cg22620221,1,median
cg22624022,1,median
cg22629111,1,median
cg22643811,1,median
cg22650617,1,median
cg22659676,1,median
cg22665692,1,median
cg22666373,1,median
cg22679728,1,median
cg22685409,1,median
cg22694818,1,median
cg22702328,1,median
cg22706610,1,median
cg22720041,1,median
cg22727965,1,median
cg22746058,1,median
cg22759823,1,median
cg22762091,1,median
cg22762215,1,median
cg22812955,1,median
cg22821324,1,median
cg22832061,1,median
cg22836229,1,median
cg22853427,1,median
cg22866015,1,median
cg22869726,1,median
cg22871668,1,median
cg22879667,1,median
cg22931604,1,median
cg22950163,1,median
cg22954449,1,median
cg22958047,1,median
cg23016734,1,median
cg23018092,1,median
cg23037403,1,median
cg23042510,1,median
cg23085662,1,median
cg23090870,1,median
cg23093589,1,median
cg23130097,1,median
cg23130131,1,median
cg23151024,1,median
cg23208513,1,median
cg23244910,1,median
cg23254031,1,median
cg23266743,1,median
cg23267759,1,median
cg23281154,1,median
cg23284720,1,median
cg23294090,1,median
cg23316787,1,median
cg23318063,1,median
cg23322933,1,median
cg23331421,1,median
cg23331484,1,median
cg23335460,1,median
cg23337382,1,median
cg23341223,1,median
cg23368787,1,median
cg23412793,1,median
cg23419635,1,median
cg23449696,1,median
cg23463269,1,median
cg23479922,1,median
cg23495279,1,median
cg23495748,1,median
cg23496260,1,median
cg23497016,1,median
cg23521835,1,median
cg23536473,1,median
cg23546474,1,median
cg23588217,1,median
cg23606718,1,median
cg23621097,1,median
cg23629998,1,median
cg23668184,1,median
cg23683254,1,median
cg23683588,1,median
cg23695504,1,median
cg23697855,1,median
cg23708361,1,median
cg23712342,1,median
cg23729107,1,median
cg23730181,1,median
cg23746497,1,median
cg23748737,1,median
cg23771603,1,median
cg23805357,1,median
cg23833452,1,median
cg23839136,1,median
cg23847712,1,median
cg23873669,1,median
cg23881278,1,median
cg23883696,1,median
cg23889730,1,median
cg23891996,1,median
cg23896164,1,median
cg23906738,1,median
cg23922259,1,median
cg23944251,1,median
cg23978504,1,median
cg23999695,1,median
cg24021956,1,median
cg24035245,1,median
cg24041917,1,median
cg24054190,1,median
cg24073122,1,median
cg24089600,1,median
cg24092282,1,median
cg24109612,1,median
cg24120841,1,median
cg24133115,1,median
cg24136205,1,median
cg24164564,1,median
cg24176563,1,median
cg24189904,1,median
cg24190603,1,median
cg24198558,1,median
cg24201034,1,median
cg24213719,1,median
cg24228329,1,median
cg24275315,1,median
cg24301620,1,median
cg24309428,1,median
cg24319902,1,median
cg24328125,1,median
cg24346629,1,median
cg24353443,1,median
cg24362812,1,median
cg24366557,1,median
cg24367628,1,median
cg24396691,1,median
cg24410535,1,median
cg24430140,1,median
cg24446586,1,median
cg24452260,1,median
cg24488891,1,median
cg24525176,1,median
cg24534566,1,median
cg24563570,1,median
cg24566400,1,median
cg24567424,1,median
cg24575234,1,median
cg24578124,1,median
cg24583615,1,median
cg24599249,1,median
cg24603464,1,median
cg24613080,1,median
cg24617696,1,median
cg24621437,1,median
cg24632247,1,median
cg24633978,1,median
cg24665290,1,median
cg24675998,1,median
cg24693053,1,median
cg24695832,1,median
cg24719005,1,median
cg24740218,1,median
cg24745495,1,median
cg24767956,1,median
cg24768649,1,median
cg24783211,1,median
cg24799620,1,median
cg24809973,1,median
cg24811864,1,median
cg24842733,1,median
cg24843380,1,median
cg24863335,1,median
cg24869601,1,median
cg24880056,1,median
cg24880701,1,median
cg24923694,1,median
cg24933645,1,median
cg24935332,1,median
cg24938830,1,median
cg24945701,1,median
cg25032595,1,median
cg25033990,1,median
cg25044651,1,median
cg25052664,1,median
cg25084878,1,median
cg25124276,1,median
cg25125060,1,median
cg25145765,1,median
cg25146017,1,median
cg25146557,1,median
cg25147376,1,median
cg25168494,1,median
cg25174438,1,median
cg25181651,1,median
cg25191850,1,median
cg25201047,1,median
cg25209842,1,median
cg25218716,1,median
cg25237016,1,median
cg25250358,1,median
cg25260137,1,median
cg25267072,1,median
cg25286333,1,median
cg25302957,1,median
cg25308508,1,median
cg25345178,1,median
cg25351606,1,median
cg25382400,1,median
cg25403721,1,median
cg25439496,1,median
cg25444386,1,median
cg25482786,1,median
cg25486757,1,median
cg25495650,1,median
cg25496678,1,median
cg25500080,1,median
cg25509872,1,median
cg25527090,1,median
cg25557432,1,median
cg25557835,1,median
cg25570278,1,median
cg25571189,1,median
cg25623768,1,median
cg25627226,1,median
cg25635352,1,median
cg25649641,1,median
cg25657713,1,median
cg25684999,1,median
cg25688568,1,median
cg25691167,1,median
cg25722465,1,median
cg25724283,1,median
cg25739875,1,median
cg25744767,1,median
cg25763393,1,median
cg25796439,1,median
cg25800765,1,median
cg25894658,1,median
cg25915838,1,median
cg25920406,1,median
cg25939742,1,median
cg25942450,1,median
cg25970832,1,median
cg25984344,1,median
cg25984671,1,median
cg25996084,1,median
cg26000663,1,median
cg26001902,1,median
cg26004759,1,median
cg26048025,1,median
cg26055770,1,median
cg26056703,1,median
cg26059468,1,median
cg26060489,1,median
cg26078977,1,median
cg26091021,1,median
cg26094789,1,median
cg26113809,1,median
cg26114043,1,median
cg26115633,1,median
cg26116485,1,median
cg26118906,1,median
cg26124980,1,median
cg26126806,1,median
cg26133769,1,median
cg26144658,1,median
cg26157385,1,median
cg26162616,1,median
cg26163578,1,median
cg26186727,1,median
cg26195356,1,median
cg26199576,1,median
cg26200580,1,median
cg26220018,1,median
cg26239725,1,median
cg26248284,1,median
cg26249106,1,median
cg26249873,1,median
cg26252281,1,median
cg26301788,1,median
cg26304237,1,median
cg26312150,1,median
cg26316023,1,median
cg26320696,1,median
cg26325335,1,median
cg26333652,1,median
cg26351229,1,median
cg26354128,1,median
cg26357587,1,median
cg26410450,1,median
cg26422458,1,median
cg26422488,1,median
cg26446499,1,median
cg26452056,1,median
cg26492514,1,median
cg26503073,1,median
cg26517714,1,median
cg26549701,1,median
cg26554592,1,median
cg26557693,1,median
cg26558485,1,median
cg26578856,1,median
cg26609631,1,median
cg26619317,1,median
cg26636193,1,median
cg26642224,1,median
cg26650638,1,median
cg26659079,1,median
cg26675654,1,median
cg26685195,1,median
cg26705266,1,median
cg26705953,1,median
cg26705960,1,median
cg26708319,1,median
cg26715952,1,median
cg26721877,1,median
cg26748945,1,median
cg26763877,1,median
cg26805749,1,median
cg26808747,1,median
cg26813646,1,median
cg26817217,1,median
cg26819695,1,median
cg26844246,1,median
cg26855918,1,median
cg26856607,1,median
cg26872137,1,median
cg26875805,1,median
cg26885220,1,median
cg26886462,1,median
cg26902216,1,median
cg26923490,1,median
cg26925231,1,median
cg26931862,1,median
cg26947626,1,median
cg26955835,1,median
cg26963356,1,median
cg26967100,1,median
cg26990587,1,median
cg27003782,1,median
cg27020216,1,median
cg27024876,1,median
cg27043726,1,median
cg27044841,1,median
cg27050153,1,median
cg27062795,1,median
cg27094244,1,median
cg27100990,1,median
cg27114644,1,median
cg27120816,1,median
cg27137983,1,median
cg27176138,1,median
cg27196745,1,median
cg27209578,1,median
cg27213509,1,median
cg27223047,1,median
cg27232145,1,median
cg27272677,1,median
cg27280575,1,median
cg27302539,1,median
cg27315556,1,median
cg27317647,1,median
cg27338487,1,median
cg27343616,1,median
cg27344587,1,median
cg27346707,1,median
cg27353143,1,median
cg27360326,1,median
cg27382790,1,median
cg27391267,1,median
cg27393010,1,median
cg27423760,1,median
cg27467929,1,median
cg27526665,1,median
cg27591349,1,median
cg27603796,1,median
cg27604416,1,median
cg27606499,1,median
cg27618240,1,median
cg27621129,1,median
cg27634151,1,median
cg27638126,1,median
cg27641522,1,median
cg27648946,1,median
cg27649239,1,median
cg27659787,1,median
cg01340312,2,median
cg01406381,2,median
cg01437204,2,median
cg01955153,2,median
cg02519286,2,median
cg02610723,2,median
cg03290131,2,median
cg03725309,2,median
cg03881294,2,median
cg04381957,2,median
cg05168229,2,median
cg05395210,2,median
cg05492306,2,median
cg06007201,2,median
cg06285727,2,median
cg07092212,2,median
cg08105590,2,median
cg08872742,2,median
cg08913523,2,median
cg09834049,2,median
cg11961845,2,median
cg12142865,2,median
cg13092901,2,median
cg13591783,2,median
cg16618104,2,median
cg17666418,2,median
cg17827670,2,median
cg18458509,2,median
cg21545859,2,median
cg22810489,2,median
cg23190089,2,median
cg23919111,2,median
cg24185397,2,median
cg25607249,2,median
cg25691553,2,median
cg26140475,2,median
cg26170244,2,median
cg26695387,2,median
cg26954174,2,median
cg26963632,2,median
cg27004870,2,median
cg00947782,3,median
cg03343571,3,median
cg06249604,3,median
cg07179033,3,median
cg07382347,3,median
cg08491487,3,median
cg09279736,3,median
cg10930308,3,median
cg13185413,3,median
cg13918754,3,median
cg16078649,3,median
cg18930910,3,median
cg23712018,3,median
cg03562414,4,median
cg06878361,4,median
cg09547119,4,median
cg10635122,4,median
cg10783469,4,median
cg11269599,4,median
cg12227172,4,median
cg16731240,4,median
cg22331349,4,median
cg23010048,4,median
cg24794228,4,median
cg00059225,5,median
cg00439658,5,median
cg00748589,5,median
cg06493994,5,median
cg06639320,5,median
cg07547549,5,median
cg07553761,5,median
cg08316825,5,median
cg10189695,5,median
cg11970349,5,median
cg12757011,5,median
cg12878812,5,median
cg13649056,5,median
cg15480367,5,median
cg15618978,5,median
cg16867657,5,median
cg17110586,5,median
cg21572722,5,median
cg23500537,5,median
cg24079702,5,median
cg00653847,6,median
cg03677924,6,median
cg04204669,6,median
cg04632997,6,median
cg04896437,6,median
cg05344066,6,median
cg09791504,6,median
cg11231631,6,median
cg12577320,6,median
cg13106156,6,median
cg13135455,6,median
cg14646983,6,median
cg14857193,6,median
cg17206420,6,median
cg17401106,6,median
cg20116935,6,median
cg20661303,6,median
cg21301148,6,median
cg21448513,6,median
cg24952158,6,median
cg26847866,6,median
cg01116059,7,median
cg04226749,7,median
cg10055771,7,median
cg10263682,7,median
cg11131532,7,median
cg11536474,7,median
cg16366843,7,median
cg24663256,7,median
cg24721899,7,median
cg05691152,8,median
cg06594770,8,median
cg06644488,8,median
cg11540735,8,median
cg11679014,8,median
cg12325455,8,median
cg12379720,8,median
cg13897416,8,median
cg14268632,8,median
cg01592801,9,median
cg02561482,9,median
cg04499648,9,median
cg06329574,9,median
cg08005774,9,median
cg09302895,9,median
cg10833037,9,median
cg12233363,9,median
cg17097923,9,median
cg17694795,9,median
cg20491838,9,median
cg20585038,9,median
cg27513935,9,median
cg01569083,10,median
cg04425624,10,median
cg08553327,10,median
cg10650821,10,median
cg10717214,10,median
cg12681001,10,median
cg21222743,10,median
cg21467614,10,median
cg26729380,10,median
cg00144180,11,median
cg00259097,11,median
cg00625963,11,median
cg00786084,11,median
cg04324917,11,median
cg05305327,11,median
cg05805445,11,median
cg07102001,11,median
cg08362785,11,median
cg08469255,11,median
cg17820878,11,median
cg21232015,11,median
cg24130561,11,median
cg12377139,12,median
cg12610471,12,median
cg18247055,12,median
cg23016129,12,median
cg25778262,12,median
cg27076669,12,median
cg00303541,13,median
cg00664406,13,median
cg04453050,13,median
cg12934382,13,median
cg21213853,13,median
cg21899500,13,median
cg25693132,13,median
cg03234186,14,median
cg05661282,14,median
cg08668790,14,median
cg11294513,14,median
cg12506930,14,median
cg21790626,14,median
cg26465391,14,median
cg27049766,14,median
cg00090261,15,median
cg18425434,15,median
cg20051292,15,median
cg24848035,15,median
cg17880622,16,median
cg25829666,16,median
cg26139133,16,median
cg26146027,16,median
cg11945824,17,median
cg13782301,17,median
cg14027333,17,median
cg14531663,17,median
cg14757228,17,median
cg17955729,17,median
cg21035875,17,median
cg21570988,17,median
cg25955180,17,median
cg27067781,17,median
cg00699945,18,median
cg01303723,18,median
cg15304699,18,median
cg24659054,18,median
cg03431846,19,median
cg07516252,19,median
cg16425038,19,median
cg18556834,19,median
cg18628371,19,median
cg19989295,19,median
cg03402459,20,median
cg06087185,20,median
cg09205920,20,median
cg20723129,20,median
cg21133153,20,median
cg02150988,21,median
cg05099387,21,median
cg19542816,21,median
cg23420260,21,median
cg00448707,22,median
cg13697378,22,median
cg20149168,22,median
cg22901840,22,median
cg24871743,22,median
cg05436231,23,median
cg10961604,23,median
cg11955474,23,median
cg02469909,24,median
cg03364108,24,median
cg12492885,24,median
cg03573446,25,median
cg10941747,25,median
cg12518442,25,median
cg14839404,25,median
cg22047703,25,median
cg04328477,26,median
cg04513006,26,median
cg06723863,26,median
cg08694699,26,median
cg04074140,27,median
cg10364041,27,median
cg10470588,27,median
cg20129242,27,median
cg24897255,27,median
cg27567401,27,median
cg01530101,28,median
cg05029822,28,median
cg12198813,28,median
cg23008562,28,median
cg25203481,28,median
cg01047555,29,median
cg12462816,29,median
cg13612083,29,median
cg16001722,29,median
cg15845821,30,median
cg19344626,30,median
cg19784428,30,median
cg20249566,30,median
cg00804078,31,median
cg02872426,31,median
cg07164639,31,median
cg14956327,31,median
cg07676859,32,median
cg14631053,32,median
cg18197392,32,median
cg22534145,32,median
cg03085549,33,median
cg03743982,33,median
cg03991512,33,median
cg16540789,33,median
cg18633600,34,median
cg18952026,34,median
cg17163168,35,median
cg17471939,35,median
cg17804348,35,median
cg26055950,35,median
cg01278873,36,median
cg07894352,36,median
cg14531862,36,median
cg15904523,36,median
cg01908954,37,median
cg11831981,37,median
cg19223299,37,median
cg18556788,38,median
cg22058122,38,median
cg00963169,39,median
cg13678973,39,median
cg00316839,40,median
cg22869030,40,median
cg08204702,41,median
cg24628676,41,median
cg20276377,42,median
cg22092811,42,median
cg07571451,43,median
cg14997413,43,median
cg11909748,44,median
cg12665460,44,median
cg14582763,44,median
cg08207377,45,median
cg15174905,45,median
cg24446071,45,median
cg26504305,45,median
cg07955995,46,median
cg08097417,46,median
cg14361627,46,median
cg22285878,46,median
cg06707978,47,median
cg21911021,47,median
cg08370546,48,median
cg13278478,48,median
cg19759064,48,median
cg21940640,48,median
cg05308819,49,median
cg07082267,49,median
cg11693709,49,median
cg17457912,49,median
cg22796704,49,median
cg00397986,50,median
cg09951349,50,median
cg03523785,51,median
cg23571812,51,median
cg03185593,52,median
cg07479670,52,median
cg05871694,53,median
cg06697536,53,median
cg01663603,54,median
cg12307787,54,median
cg12392473,54,median
cg08550421,55,median
cg18902090,55,median
cg23026864,55,median
cg02932314,56,median
cg12127472,56,median
cg12781700,56,median
cg17269633,56,median
cg22282410,57,median
cg27392792,57,median
cg08927006,58,median
cg18499443,58,median
cg04778012,59,median
cg10084644,59,median
cg15140703,59,median
cg20318166,60,median
cg22387369,60,median
cg25895948,60,median
cg06094615,61,median
cg18521914,61,median
cg22717227,61,median
cg03963198,62,median
cg14507560,62,median
cg24937747,62,median
cg02105519,63,median
cg16400492,63,median
cg23953697,63,median
cg00500705,64,median
cg24156796,64,median
cg18182399,65,median
cg20065463,65,median
cg24927800,65,median
cg00169725,66,median
cg01995468,66,median
cg23476877,66,median
cg14042143,67,median
cg16313758,67,median
cg18338984,67,median
cg17802949,68,median
cg19855470,68,median
cg03728674,69,median
cg18502099,69,median
cg26283480,69,median
cg00027400,70,median
cg07935012,70,median
cg14882054,71,median
cg18829268,71,median
cg10721149,72,median
cg13834623,72,median
cg15708153,73,median
cg26309134,73,median
cg06942685,74,median
cg21493505,74,median
cg09022422,75,median
cg26836233,75,median
cg05617469,76,median
cg24259244,76,median
cg01212887,77,median
cg23111830,77,median
cg13782090,78,median
cg22212691,78,median
cg03365437,79,median
cg13198321,79,median
cg14805347,79,median
cg20286200,80,median
cg20980055,80,median
cg00883831,81,median
cg13278353,81,median
cg22705959,81,median
cg11574469,82,median
cg25141674,82,median
cg02119363,83,median
cg04894619,83,median
cg13473356,83,median
cg06558502,84,median
cg26682068,84,median
cg05942459,85,median
cg13080565,85,median
cg22541254,85,median
cg01896761,86,median
cg18406197,86,median
cg10989897,87,median
cg18202449,87,median
cg11176990,88,median
cg12206199,88,median
cg22158769,88,median
cg11006267,89,median
cg19505546,89,median
cg27658304,89,median
cg12145907,90,median
cg12648074,90,median
cg15361590,90,median
cg07035659,91,median
cg07462756,91,median
cg05344430,92,median
cg11354629,92,median
cg12671082,93,median
cg21949333,93,median
cg06183338,94,median
cg20764887,94,median
cg13794993,95,median
cg15191648,95,median
cg21547708,96,median
cg22277994,96,median
cg02699218,97,median
cg04044664,97,median
cg16339238,98,median
cg17368760,98,median
cg01666793,99,median
cg03593550,99,median
cg06002370,100,median
cg22752008,100,median
cg12756396,101,median
cg25191628,101,median
cg14889768,102,median
cg20098887,102,median
cg00752099,103,median
cg02778418,103,median
cg01688688,104,median
cg25603636,104,median
cg05756933,105,median
cg15381304,105,median
cg22856324,106,median
cg22979783,106,median
cg17816908,107,median
cg21517947,107,median
cg18327056,108,median
cg20491914,108,median
cg13612317,109,median
cg14776578,109,median
cg03738352,110,median
cg19766441,110,median
cg12157673,111,median
cg22832557,111,median
cg16960758,112,median
cg25694915,112,median
cg00273449,113,median
cg20945085,113,median
cg08328777,114,median
cg19295951,114,median
cg19612068,115,median
cg22273555,115,median
cg00688297,116,median
cg05828690,116,median
cg26614073,117,median
cg27386529,117,median
cg17767285,118,median
cg18213472,118,median
cg02151625,119,median
cg03945700,119,median
cg02391713,120,median
cg22620090,120,median
cg06128028,121,median
cg23602974,121,median
cg00048759,122,median
cg18691434,122,median
cg06226630,123,median
cg10242160,123,median
cg07643096,124,median
cg27642470,124,median
cg14973055,125,median
cg16358867,125,median
cg09410607,126,median
cg14556303,126,median
cg11920122,127,median
cg14612428,127,median
cg16054275,128,median
cg25256723,128,median
cg02796545,129,median
cg23132624,129,median
cg07963234,130,median
cg15448975,130,median
cg20222376,131,median
cg25533247,131,median
cg16667279,132,median
cg18582342,132,median
cg22897615,133,median
cg24125828,133,median
cg07578695,134,median
cg27513574,134,median
cg10171347,135,median
cg19355087,135,median
cg20595453,136,median
cg25371036,136,median
cg13790576,137,median
cg23469878,137,median
cg00509431,138,median
cg04721116,138,median
cg00064261,139,median
cg11689813,139,median
cg17179314,140,median
cg24369989,140,median
cg01555014,141,median
cg04093047,141,median
cg01557798,142,median
cg04193160,142,median
cg02513379,143,median
cg16454902,143,median
cg01410876,144,median
cg04731544,144,median
cg05406635,145,median
cg16717713,145,median
cg05492839,146,median
cg18417423,146,median
cg00286125,147,median
cg05368740,147,median
cg08620606,148,median
cg18097850,148,median
cg03304380,149,median
cg20536983,149,median
cg00069242,150,median
cg16271600,150,median
cg07806886,151,median
cg17321954,151,median
cg04275362,152,median
cg15676719,152,median
cg11126134,153,median
cg24891133,153,median
